TripIdentifier,HaulNo,SFSGear,faddescription,shotdate,shottime,shotdepth,shotlatdeg,shotlatmins,shotlondeg,shotlonmins,hauldate,haulquarter,haultime,hauldepth,haullatdeg,haullatmins,haullondeg,haullonmins,icesdivision,haulicesrectangle,TowDurationMin,TowCorrectionMin,BaitTypeId,CetaceanMitigationDeviceId,ChainMat,CodEndMeshMm,CodEndTwineConstructionId,CodEndTwineDiameterMm,CombinedBeamLengthM,CombinedFishingLineLengthM,NetConditionId,DoorSpreadM,EntranceSizeMm,WingSpreadM,FootRopeLengthM,GillnetTwineConstructionId,GillnetTwineDiameterMm,HangingRatio,HeadRopeLengthM,HookSizeId,IndividualBeamLengthM,InnerMeshSizeMm,InnerTwineDiameterMm,LengthOfFishingLineM,LengthOfStringM,LengthOfTierOrFleetM,MeshSizeInDiamondPanelMm,MeshSizeInSqualreMeshPanelMm,MeshSizeMm,MeshesDeepInnerOnlyNet,MeshesDeepOuterNet,NetOpeningM,NumberOfDredgesPerBeam,NumberOfHooksInString,NumberOfLines,NumberOfNetsInTier,NumberOfPotsInString,NumberOfPotsSampled,NumberOfTeethOnSingleDredge,NumberOfTicklerChains,OuterMeshSizeMm,OuterTwineDiameterMm,RingDiameterMm,SelectivityDeviceId,SpreadBetweenVesselEstimateM,SweepLengthM,TicklerCountId,TotalNumberOfDredgesUsed,VeilMeshSizeMm,WarpDensityKgPerM,WarpDiameterMm,WarpLengthM,WidthOfIndividualDredgeM,WingSpreadM,CHECK
WH323GN,4,39,Tangle Net,03/12/2023,07:50:00,30,50,34,-2,-38,05/12/2023,4,07:50:00,30,50,34,-2,-38,VIIe,30E7,2880,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,640,2,0.6,0.5,640,NULL,NULL,NULL,NULL,NULL,NULL,640,NULL,NULL,127,10,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
WH323GN,5,39,Tangle Net,03/12/2023,08:15:00,30,50,35,-2,-39,05/12/2023,4,08:15:00,30,50,35,-2,-39,VIIe,30E7,2880,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,640,2,0.6,0.5,640,NULL,NULL,NULL,NULL,NULL,NULL,640,NULL,NULL,127,10,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
WH323GN,6,41,Trammel Net,03/12/2023,08:40:00,30,50,35,-2,-39,05/12/2023,4,08:40:00,30,50,35,-2,-39,VIIe,30E7,2880,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,457,2,0.6,0.5,457,NULL,NULL,140,NULL,NULL,NULL,457,NULL,NULL,NULL,10,2,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,610,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
WH323GN,7,41,Trammel Net,03/12/2023,09:05:00,30,50,35,-2,-40,05/12/2023,4,09:05:00,30,50,35,-2,-40,VIIe,30E7,2880,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,457,2,0.6,0.5,457,NULL,NULL,140,NULL,NULL,NULL,457,NULL,NULL,NULL,10,2,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,610,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
WH323GN,8,39,Tangle Net,03/12/2023,09:30:00,30,50,35,-2,-40,05/12/2023,4,09:30:00,30,50,35,-2,-40,VIIe,30E7,2880,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,640,2,0.6,0.5,640,NULL,NULL,NULL,NULL,NULL,NULL,640,NULL,NULL,127,10,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
WH323GN,9,39,Tangle Net,03/12/2023,09:55:00,30,50,35,-2,-41,05/12/2023,4,09:55:00,30,50,35,-2,-41,VIIe,30E7,2880,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,640,2,0.6,0.5,640,NULL,NULL,NULL,NULL,NULL,NULL,640,NULL,NULL,127,10,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
WH323GN,10,41,Trammel Net,03/12/2023,10:20:00,30,50,35,-2,-41,05/12/2023,4,10:20:00,30,50,35,-2,-41,VIIe,30E7,2880,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,457,2,0.6,0.5,457,NULL,NULL,140,NULL,NULL,NULL,457,NULL,NULL,NULL,10,2,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,610,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
WH323GN,11,41,Trammel Net,03/12/2023,11:15:00,30,50,34,-2,-38,05/12/2023,4,11:15:00,30,50,34,-2,-38,VIIe,30E7,2880,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,457,2,0.6,0.5,457,NULL,NULL,140,NULL,NULL,NULL,457,NULL,NULL,NULL,10,2,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,610,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
WH323GN,12,41,Trammel Net,03/12/2023,11:40:00,30,50,34,-2,-39,05/12/2023,4,11:40:00,30,50,34,-2,-39,VIIe,30E7,2880,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,457,2,0.6,0.5,457,NULL,NULL,152,NULL,NULL,NULL,457,NULL,NULL,NULL,10,2,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,610,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
WH323GN,13,41,Trammel Net,03/12/2023,12:05:00,30,50,34,-2,-39,05/12/2023,4,12:05:00,30,50,34,-2,-39,VIIe,30E7,2880,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,457,2,0.6,0.5,457,NULL,NULL,140,NULL,NULL,NULL,457,NULL,NULL,NULL,10,2,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,610,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
WH323GN,14,41,Trammel Net,03/12/2023,12:30:00,30,50,34,-2,-40,05/12/2023,4,12:30:00,30,50,34,-2,-40,VIIe,30E7,2880,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,457,2,0.6,0.5,457,NULL,NULL,152,NULL,NULL,NULL,457,NULL,NULL,NULL,10,2,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,610,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
WH323GN,15,39,Tangle Net,03/12/2023,12:55:00,30,50,35,-2,-40,05/12/2023,4,12:55:00,30,50,35,-2,-40,VIIe,30E7,2880,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,640,2,0.6,0.5,640,NULL,NULL,NULL,NULL,NULL,NULL,640,NULL,NULL,127,10,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
WH323GN,16,39,Tangle Net,03/12/2023,13:20:00,30,50,35,-2,-41,05/12/2023,4,13:20:00,30,50,35,-2,-41,VIIe,30E7,2880,0,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,640,2,0.6,0.5,640,NULL,NULL,NULL,NULL,NULL,NULL,640,NULL,NULL,127,10,NULL,NULL,NULL,NULL,NULL,10,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
WH323GN,17,41,Trammel Net,03/12/2023,13:45:00,30,50,35,-2,-41,05/12/2023,4,13:45:00,30,50,35,-2,-41,VIIe,30E7,2880,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,457,2,0.6,0.5,457,NULL,NULL,152,NULL,NULL,NULL,457,NULL,NULL,NULL,10,2,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,610,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
WH323GN,18,41,Trammel Net,03/12/2023,14:10:00,30,50,35,-2,-42,05/12/2023,4,14:10:00,30,50,35,-2,-42,VIIe,30E7,2880,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,457,2,0.6,0.5,457,NULL,NULL,140,NULL,NULL,NULL,457,NULL,NULL,NULL,10,2,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,610,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
WH423GN,1,41,Trammel Net,05/12/2023,06:31:00,29,50,33,-2,-32,06/12/2023,4,06:31:00,29,50,33,-2,-32,VIIe,30E7,1440,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,457,2,0.6,0.5,457,NULL,NULL,140,NULL,NULL,NULL,457,NULL,NULL,NULL,11,2,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,610,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
WH423GN,2,41,Trammel Net,05/12/2023,06:47:00,29,50,34,-2,-34,06/12/2023,4,06:47:00,29,50,34,-2,-34,VIIe,30E7,1440,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,457,2,0.6,0.5,457,NULL,NULL,140,NULL,NULL,NULL,457,NULL,NULL,NULL,11,2,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,610,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
WH423GN,3,41,Trammel Net,05/12/2023,06:57:00,29,50,34,-2,-34,06/12/2023,4,06:57:00,29,50,34,-2,-34,VIIe,30E7,1440,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,457,2,0.6,0.5,457,NULL,NULL,152,NULL,NULL,NULL,457,NULL,NULL,NULL,10,2,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,610,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
WH423GN,4,41,Trammel Net,05/12/2023,07:20:00,29,50,34,-2,-35,06/12/2023,4,07:20:00,29,50,34,-2,-35,VIIe,30E7,1440,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,457,2,0.6,0.5,457,NULL,NULL,140,NULL,NULL,NULL,457,NULL,NULL,NULL,11,2,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,610,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
WH423GN,5,41,Trammel Net,05/12/2023,07:29:00,29,50,34,-2,-35,06/12/2023,4,07:29:00,29,50,34,-2,-35,VIIe,30E7,1440,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,457,2,0.6,0.5,457,NULL,NULL,140,NULL,NULL,NULL,457,NULL,NULL,NULL,11,2,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,610,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
WH423GN,6,41,Trammel Net,05/12/2023,07:39:00,29,50,34,-2,-36,06/12/2023,4,07:39:00,29,50,34,-2,-36,VIIe,30E7,1440,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,457,2,0.6,0.5,457,NULL,NULL,140,NULL,NULL,NULL,457,NULL,NULL,NULL,11,2,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,610,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
WH423GN,7,41,Trammel Net,05/12/2023,07:49:00,29,50,34,-2,-36,06/12/2023,4,07:49:00,29,50,34,-2,-36,VIIe,30E7,1440,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,457,2,0.6,0.5,457,NULL,NULL,140,NULL,NULL,NULL,457,NULL,NULL,NULL,11,2,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,610,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
WH423GN,8,41,Trammel Net,05/12/2023,08:43:00,29,50,34,-2,-35,06/12/2023,4,08:43:00,29,50,34,-2,-35,VIIe,30E7,1440,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,457,2,0.6,0.5,457,NULL,NULL,152,NULL,NULL,NULL,457,NULL,NULL,NULL,10,2,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,610,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
WH423GN,9,41,Trammel Net,05/12/2023,08:57:00,29,50,34,-2,-35,06/12/2023,4,08:57:00,29,50,34,-2,-35,VIIe,30E7,1440,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,457,2,0.6,0.5,457,NULL,NULL,140,NULL,NULL,NULL,457,NULL,NULL,NULL,11,2,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,610,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
WH423GN,10,41,Trammel Net,05/12/2023,09:06:00,29,50,34,-2,-35,06/12/2023,4,09:06:00,29,50,34,-2,-35,VIIe,30E7,1440,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,457,2,0.6,0.5,457,NULL,NULL,140,NULL,NULL,NULL,457,NULL,NULL,NULL,11,2,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,610,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
WH423GN,11,41,Trammel Net,05/12/2023,09:16:00,29,50,34,-2,-35,06/12/2023,4,09:16:00,29,50,34,-2,-35,VIIe,30E7,1440,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,457,2,0.6,0.5,457,NULL,NULL,140,NULL,NULL,NULL,457,NULL,NULL,NULL,11,2,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,610,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
WH423GN,12,41,Trammel Net,05/12/2023,09:26:00,29,50,35,-2,-35,06/12/2023,4,09:26:00,29,50,35,-2,-35,VIIe,30E7,1440,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,457,2,0.6,0.5,457,NULL,NULL,140,NULL,NULL,NULL,457,NULL,NULL,NULL,11,2,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,610,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
WH423GN,13,41,Trammel Net,05/12/2023,09:43:00,29,50,35,-2,-36,06/12/2023,4,09:43:00,29,50,35,-2,-36,VIIe,30E7,1440,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,457,2,0.6,0.5,457,NULL,NULL,152,NULL,NULL,NULL,457,NULL,NULL,NULL,10,2,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,610,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
WH423GN,14,41,Trammel Net,05/12/2023,09:55:00,29,50,35,-2,-36,06/12/2023,4,09:55:00,29,50,35,-2,-36,VIIe,30E7,1440,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,457,2,0.6,0.5,457,NULL,NULL,140,NULL,NULL,NULL,457,NULL,NULL,NULL,11,2,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,610,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
WH423GN,15,41,Trammel Net,05/12/2023,10:25:00,29,50,35,-2,-37,06/12/2023,4,10:25:00,29,50,35,-2,-37,VIIe,30E7,1440,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,457,2,0.6,0.5,457,NULL,NULL,140,NULL,NULL,NULL,457,NULL,NULL,NULL,11,2,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,610,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
WH423GN,16,41,Trammel Net,05/12/2023,10:35:00,29,50,35,-2,-37,06/12/2023,4,10:35:00,29,50,35,-2,-37,VIIe,30E7,1440,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,457,2,0.6,0.5,457,NULL,NULL,140,NULL,NULL,NULL,457,NULL,NULL,NULL,11,2,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,610,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
WH423GN,17,41,Trammel Net,05/12/2023,10:57:00,29,50,36,-2,-37,06/12/2023,4,10:57:00,29,50,36,-2,-37,VIIe,30E7,1440,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,457,2,0.6,0.5,457,NULL,NULL,140,NULL,NULL,NULL,457,NULL,NULL,NULL,11,2,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,610,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
WH423GN,18,41,Trammel Net,05/12/2023,11:08:00,29,50,36,-2,-37,06/12/2023,4,11:08:00,29,50,36,-2,-37,VIIe,30E7,1440,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,457,2,0.6,0.5,457,NULL,NULL,140,NULL,NULL,NULL,457,NULL,NULL,NULL,11,2,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,610,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
WH423GN,19,41,Trammel Net,05/12/2023,11:42:00,29,50,36,-2,-36,06/12/2023,4,11:42:00,29,50,36,-2,-36,VIIe,30E7,1440,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,457,2,0.6,0.5,457,NULL,NULL,140,NULL,NULL,NULL,457,NULL,NULL,NULL,11,2,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,610,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
WH423GN,20,41,Trammel Net,05/12/2023,11:53:00,29,50,35,-2,-36,06/12/2023,4,11:53:00,29,50,35,-2,-36,VIIe,30E7,1440,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3,NULL,NULL,NULL,457,2,0.6,0.5,457,NULL,NULL,140,NULL,NULL,NULL,457,NULL,NULL,NULL,11,2,NULL,NULL,NULL,NULL,5,NULL,NULL,NULL,NULL,610,0.8,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1
